Position,Track Name,Artist,Streams,Date,Region,1dayago,pos-1,-1top10,2dayago,pos-2,-2top10,3dayago,pos-3,-3top10,4dayago,pos-4,-4top10,5dayago,pos-5,-5top10,6dayago,pos-6,-6top10,7dayago,pos-7,-7top10,currtop10
16,Just Hold On,Steve Aoki,2086476,2017-01-11,global,2025561,16,no,1942906,17,no,1742116,17,no,1887106,19,no,1870908,20,no,1910581,17,no,1888869,17,no,no
17,Black Beatles,Rae Sremmurd,2035583,2017-01-11,global,1989506,17,no,1979892,16,no,1934944,13,no,2194177,13,no,2234965,13,no,2166093,11,no,2183966,11,no,no
18,Bad Things (with Camila Cabello),Machine Gun Kelly,2001196,2017-01-11,global,1951280,18,no,1879294,18,no,1667236,20,no,1730739,22,no,1769495,22,no,1763077,20,no,1765071,20,no,no
19,Side To Side,Ariana Grande,1841954,2017-01-11,global,1791497,19,no,1744111,19,no,1637378,22,no,1813605,21,no,1856328,21,no,1849349,19,no,1850372,19,no,no
20,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1813246,2017-01-11,global,1768821,21,no,1737463,21,no,1663606,21,no,1851331,20,no,1915819,19,no,1921364,16,no,1936122,16,no,no
21,One Dance,Drake,1802846,2017-01-11,global,1771930,20,no,1742848,20,no,1703538,18,no,1914426,17,no,1930010,18,no,1948976,15,no,1966480,15,no,no
22,In the Name of Love,Martin Garrix,1782342,2017-01-11,global,1739773,22,no,1722088,22,no,1670391,19,no,1951364,16,no,2004765,16,no,1987716,14,no,1983348,14,no,no
23,Mercy,Shawn Mendes,1721406,2017-01-11,global,1661121,23,no,1613336,23,no,1498777,23,no,1583771,23,no,1632041,23,no,1679826,21,no,1705070,22,no,no
24,All We Know,The Chainsmokers,1640809,2017-01-11,global,1571707,24,no,1551360,24,no,1425231,24,no,1541275,24,no,1601067,24,no,1607374,22,no,1616547,23,no,no
25,Starving,Hailee Steinfeld,1536793,2017-01-11,global,1503644,25,no,1467605,25,no,1373097,25,no,1480406,26,no,1566957,25,no,1597095,23,no,1713561,21,no,no
26,All Night,The Vamps,1506949,2017-01-11,global,1456278,26,no,1404529,27,no,1276266,28,no,1359300,29,no,1366915,30,no,1406792,28,no,1399632,28,no,no
27,My Way,Calvin Harris,1474286,2017-01-11,global,1423721,27,no,1419495,26,no,1331114,26,no,1506554,25,no,1546284,26,no,1507960,24,no,1517745,24,no,no
28,I Would Like,Zara Larsson,1467708,2017-01-11,global,1418611,28,no,1362547,29,no,1240521,31,no,1351504,30,no,1330073,32,no,1359200,30,no,1330241,31,no,no
29,Shed a Light,Robin Schulz,1455296,2017-01-11,global,1411099,29,no,1362252,30,no,1202866,33,no,1326697,33,no,1316213,34,no,1344230,32,no,1308269,34,no,no
30,Scars To Your Beautiful,Alessia Cara,1432058,2017-01-11,global,1404044,30,no,1363849,28,no,1253173,29,no,1337969,31,no,1375531,29,no,1411688,27,no,1418113,27,no,no
31,"How Far I'll Go - From ""Moana""",Alessia Cara,1424409,2017-01-11,global,1386964,31,no,1320688,35,no,1144958,39,no,1166820,42,no,1182473,42,no,1196002,40,no,1175262,41,no,no
32,Now and Later,Sage The Gemini,1414007,2017-01-11,global,1380826,32,no,1340359,32,no,1224768,32,no,1324442,35,no,1318417,33,no,1333151,33,no,1326998,32,no,no
33,Love Me Now,John Legend,1406359,2017-01-11,global,1364016,34,no,1327941,33,no,1198379,34,no,1278011,38,no,1304953,36,no,1346937,31,no,1359778,30,no,no
34,Heathens,Twenty One Pilots,1402898,2017-01-11,global,1376080,33,no,1358268,31,no,1311680,27,no,1437591,27,no,1483106,27,no,1491085,25,no,1487556,25,no,no
35,Hear Me Now,Alok,1398514,2017-01-11,global,1354908,35,no,1321868,34,no,1189979,35,no,1325681,34,no,1312991,35,no,1330783,34,no,1290648,35,no,no
36,By Your Side,Jonas Blue,1375938,2017-01-11,global,1340982,36,no,1296000,36,no,1178558,37,no,1285756,37,no,1274284,37,no,1306612,35,no,1310340,33,no,no
37,Treat You Better,Shawn Mendes,1340333,2017-01-11,global,1318833,37,no,1294909,37,no,1241574,30,no,1363274,28,no,1385283,28,no,1432104,26,no,1450273,26,no,no
38,Reggaetón Lento (Bailemos),CNCO,1274509,2017-01-11,global,1232937,39,no,1202414,39,no,1168508,38,no,1307569,36,no,1252160,39,no,1249233,36,no,1208203,38,no,no
39,Don't Let Me Down,The Chainsmokers,1256434,2017-01-11,global,1247233,38,no,1239368,38,no,1188340,36,no,1334125,32,no,1354741,31,no,1380865,29,no,1399606,29,no,no
40,Alone,Alan Walker,1223652,2017-01-11,global,1180254,40,no,1180221,41,no,1092498,41,no,1218111,39,no,1212713,41,no,1217086,38,no,1182354,40,no,no
42,Caroline,Aminé,1204281,2017-01-11,global,1154976,42,no,1113473,43,no,1057720,43,no,1113734,45,no,1135396,45,no,1085094,44,no,1075120,44,no,no
44,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1135088,2017-01-11,global,1106365,44,no,1089013,44,no,1027925,45,no,1119953,44,no,1137600,44,no,1171411,41,no,1190610,39,no,no
45,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1110792,2017-01-11,global,1095775,45,no,1071048,45,no,1043194,44,no,1200371,41,no,1214509,40,no,1208183,39,no,1224732,37,no,no
46,The Greatest,Sia,1097847,2017-01-11,global,1052629,47,no,1038433,46,no,917189,50,no,1039529,50,no,1085493,48,no,1034520,47,no,963854,50,no,no
47,The Mack,Nevada,1082934,2017-01-11,global,1067215,46,no,1146542,42,no,1081113,42,no,1217616,40,no,1258202,38,no,1244109,37,no,1263287,36,no,no
48,Safari,J Balvin,1063397,2017-01-11,global,1018770,50,no,996211,50,no,972292,47,no,1092588,47,no,1049768,50,no,1068229,46,no,1045751,45,no,no
49,Cheap Thrills,Sia,1062334,2017-01-11,global,1049335,48,no,1017053,47,no,971230,48,no,1103113,46,no,1151762,43,no,1137794,42,no,1161580,42,no,no
50,Broccoli (feat. Lil Yachty),DRAM,1055679,2017-01-11,global,1030767,49,no,1001889,48,no,1011529,46,no,1088471,48,no,1101242,46,no,1074887,45,no,1039292,46,no,no
3,Starboy,The Weeknd,3565509,2017-01-12,global,3523086,3,yes,3424457,3,yes,3364512,3,yes,3127938,3,yes,3460752,3,yes,3590301,3,yes,3579206,1,yes,yes
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3296224,2017-01-12,global,3247065,4,yes,3157514,4,yes,3042565,5,yes,2658820,6,yes,2795586,6,yes,2897927,6,yes,2898180,4,yes,yes
5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3204571,2017-01-12,global,3192419,5,yes,3094116,5,yes,3046633,4,yes,2802693,4,yes,3083514,4,yes,3025226,5,yes,2990199,3,yes,yes
6,Closer,The Chainsmokers,2978360,2017-01-12,global,2954519,6,yes,2880750,6,yes,2829337,6,yes,2697878,5,yes,2998374,5,yes,3101351,4,yes,3202540,2,yes,yes
7,Say You Won't Let Go,James Arthur,2700028,2017-01-12,global,2691922,7,yes,2636733,7,yes,2568220,7,yes,2371671,7,yes,2428183,10,yes,2477169,10,yes,2565362,7,yes,yes
8,I Feel It Coming,The Weeknd,2653707,2017-01-12,global,2600510,9,yes,2512007,9,yes,2432378,9,yes,2183331,11,no,2411921,11,no,2472372,11,no,2470422,8,yes,yes
9,Don't Wanna Know,Maroon 5,2629010,2017-01-12,global,2630434,8,yes,2559976,8,yes,2489412,8,yes,2339709,8,yes,2571643,7,yes,2567090,7,yes,2573317,6,yes,yes
10,Fake Love,Drake,2574514,2017-01-12,global,2545030,10,yes,2462919,10,yes,2420381,10,yes,2288806,9,yes,2440886,9,yes,2481652,9,yes,2423689,9,yes,yes
11,Bad and Boujee (feat. Lil Uzi Vert),Migos,2478495,2017-01-12,global,2436204,11,no,2361306,11,no,2189210,12,no,1746914,16,no,1899936,18,no,1939642,17,no,1881634,18,no,no
12,Let Me Love You,DJ Snake,2377275,2017-01-12,global,2361922,12,no,2321582,12,no,2285129,11,no,2197149,10,yes,2477080,8,yes,2565040,8,yes,2677274,5,yes,no
13,24K Magic,Bruno Mars,2255848,2017-01-12,global,2264155,13,no,2204722,13,no,2173519,13,no,2070404,12,no,2323388,12,no,2343189,12,no,2295803,10,yes,no
14,Call On Me - Ryan Riback Extended Remix,Starley,2219271,2017-01-12,global,2210865,14,no,2148416,14,no,2107060,14,no,1912818,14,no,2093312,15,no,2108340,14,no,2091684,12,no,no
15,Chantaje,Shakira,2155741,2017-01-12,global,2115560,15,no,2033400,15,no,1991796,15,no,1897499,15,no,2125156,14,no,2069444,15,no,2085940,13,no,no
16,Just Hold On,Steve Aoki,2097390,2017-01-12,global,2086476,16,no,2025561,16,no,1942906,17,no,1742116,17,no,1887106,19,no,1870908,20,no,1910581,17,no,no
17,Black Beatles,Rae Sremmurd,2042996,2017-01-12,global,2035583,17,no,1989506,17,no,1979892,16,no,1934944,13,no,2194177,13,no,2234965,13,no,2166093,11,no,no
18,Bad Things (with Camila Cabello),Machine Gun Kelly,2013911,2017-01-12,global,2001196,18,no,1951280,18,no,1879294,18,no,1667236,20,no,1730739,22,no,1769495,22,no,1763077,20,no,no
19,One Dance,Drake,1847116,2017-01-12,global,1802846,21,no,1771930,20,no,1742848,20,no,1703538,18,no,1914426,17,no,1930010,18,no,1948976,15,no,no
20,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1836586,2017-01-12,global,1813246,20,no,1768821,21,no,1737463,21,no,1663606,21,no,1851331,20,no,1915819,19,no,1921364,16,no,no
21,Side To Side,Ariana Grande,1832384,2017-01-12,global,1841954,19,no,1791497,19,no,1744111,19,no,1637378,22,no,1813605,21,no,1856328,21,no,1849349,19,no,no
22,In the Name of Love,Martin Garrix,1770827,2017-01-12,global,1782342,22,no,1739773,22,no,1722088,22,no,1670391,19,no,1951364,16,no,2004765,16,no,1987716,14,no,no
23,Mercy,Shawn Mendes,1709759,2017-01-12,global,1721406,23,no,1661121,23,no,1613336,23,no,1498777,23,no,1583771,23,no,1632041,23,no,1679826,21,no,no
24,All We Know,The Chainsmokers,1645026,2017-01-12,global,1640809,24,no,1571707,24,no,1551360,24,no,1425231,24,no,1541275,24,no,1601067,24,no,1607374,22,no,no
25,Starving,Hailee Steinfeld,1550515,2017-01-12,global,1536793,25,no,1503644,25,no,1467605,25,no,1373097,25,no,1480406,26,no,1566957,25,no,1597095,23,no,no
26,All Night,The Vamps,1501314,2017-01-12,global,1506949,26,no,1456278,26,no,1404529,27,no,1276266,28,no,1359300,29,no,1366915,30,no,1406792,28,no,no
27,My Way,Calvin Harris,1475791,2017-01-12,global,1474286,27,no,1423721,27,no,1419495,26,no,1331114,26,no,1506554,25,no,1546284,26,no,1507960,24,no,no
28,I Would Like,Zara Larsson,1472251,2017-01-12,global,1467708,28,no,1418611,28,no,1362547,29,no,1240521,31,no,1351504,30,no,1330073,32,no,1359200,30,no,no
29,Shed a Light,Robin Schulz,1454321,2017-01-12,global,1455296,29,no,1411099,29,no,1362252,30,no,1202866,33,no,1326697,33,no,1316213,34,no,1344230,32,no,no
30,"How Far I'll Go - From ""Moana""",Alessia Cara,1443793,2017-01-12,global,1424409,31,no,1386964,31,no,1320688,35,no,1144958,39,no,1166820,42,no,1182473,42,no,1196002,40,no,no
31,Scars To Your Beautiful,Alessia Cara,1431256,2017-01-12,global,1432058,30,no,1404044,30,no,1363849,28,no,1253173,29,no,1337969,31,no,1375531,29,no,1411688,27,no,no
32,Now and Later,Sage The Gemini,1430717,2017-01-12,global,1414007,32,no,1380826,32,no,1340359,32,no,1224768,32,no,1324442,35,no,1318417,33,no,1333151,33,no,no
33,Hear Me Now,Alok,1422324,2017-01-12,global,1398514,35,no,1354908,35,no,1321868,34,no,1189979,35,no,1325681,34,no,1312991,35,no,1330783,34,no,no
34,Heathens,Twenty One Pilots,1410108,2017-01-12,global,1402898,34,no,1376080,33,no,1358268,31,no,1311680,27,no,1437591,27,no,1483106,27,no,1491085,25,no,no
35,Love Me Now,John Legend,1394997,2017-01-12,global,1406359,33,no,1364016,34,no,1327941,33,no,1198379,34,no,1278011,38,no,1304953,36,no,1346937,31,no,no
36,By Your Side,Jonas Blue,1372950,2017-01-12,global,1375938,36,no,1340982,36,no,1296000,36,no,1178558,37,no,1285756,37,no,1274284,37,no,1306612,35,no,no
37,Treat You Better,Shawn Mendes,1339849,2017-01-12,global,1340333,37,no,1318833,37,no,1294909,37,no,1241574,30,no,1363274,28,no,1385283,28,no,1432104,26,no,no
38,Reggaetón Lento (Bailemos),CNCO,1289889,2017-01-12,global,1274509,38,no,1232937,39,no,1202414,39,no,1168508,38,no,1307569,36,no,1252160,39,no,1249233,36,no,no
39,Don't Let Me Down,The Chainsmokers,1282768,2017-01-12,global,1256434,39,no,1247233,38,no,1239368,38,no,1188340,36,no,1334125,32,no,1354741,31,no,1380865,29,no,no
40,Alone,Alan Walker,1255666,2017-01-12,global,1223652,40,no,1180254,40,no,1180221,41,no,1092498,41,no,1218111,39,no,1212713,41,no,1217086,38,no,no
42,Caroline,Aminé,1220007,2017-01-12,global,1204281,42,no,1154976,42,no,1113473,43,no,1057720,43,no,1113734,45,no,1135396,45,no,1085094,44,no,no
44,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1143421,2017-01-12,global,1135088,44,no,1106365,44,no,1089013,44,no,1027925,45,no,1119953,44,no,1137600,44,no,1171411,41,no,no
45,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1127980,2017-01-12,global,1110792,45,no,1095775,45,no,1071048,45,no,1043194,44,no,1200371,41,no,1214509,40,no,1208183,39,no,no
46,Broccoli (feat. Lil Yachty),DRAM,1106037,2017-01-12,global,1055679,50,no,1030767,49,no,1001889,48,no,1011529,46,no,1088471,48,no,1101242,46,no,1074887,45,no,no
47,The Greatest,Sia,1088593,2017-01-12,global,1097847,46,no,1052629,47,no,1038433,46,no,917189,50,no,1039529,50,no,1085493,48,no,1034520,47,no,no
48,Cheap Thrills,Sia,1083334,2017-01-12,global,1062334,49,no,1049335,48,no,1017053,47,no,971230,48,no,1103113,46,no,1151762,43,no,1137794,42,no,no
49,Safari,J Balvin,1081493,2017-01-12,global,1063397,48,no,1018770,50,no,996211,50,no,972292,47,no,1092588,47,no,1049768,50,no,1068229,46,no,no
1,Shape of You,Ed Sheeran,7275946,2017-01-13,global,7081620,1,yes,7193934,1,yes,7145757,1,yes,7261007,1,yes,6557531,1,yes,6602494,1,yes,6151345,1,yes,yes
2,Castle on the Hill,Ed Sheeran,4195411,2017-01-13,global,4318590,2,yes,4541568,2,yes,4608104,2,yes,4840898,2,yes,4584668,2,yes,5039058,2,yes,5661820,2,yes,yes
3,Starboy,The Weeknd,3747787,2017-01-13,global,3565509,3,yes,3523086,3,yes,3424457,3,yes,3364512,3,yes,3127938,3,yes,3460752,3,yes,3590301,3,yes,yes
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3468827,2017-01-13,global,3296224,4,yes,3247065,4,yes,3157514,4,yes,3042565,5,yes,2658820,6,yes,2795586,6,yes,2897927,6,yes,yes
5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3412242,2017-01-13,global,3204571,5,yes,3192419,5,yes,3094116,5,yes,3046633,4,yes,2802693,4,yes,3083514,4,yes,3025226,5,yes,yes
6,Closer,The Chainsmokers,3080310,2017-01-13,global,2978360,6,yes,2954519,6,yes,2880750,6,yes,2829337,6,yes,2697878,5,yes,2998374,5,yes,3101351,4,yes,yes
7,I Feel It Coming,The Weeknd,2803318,2017-01-13,global,2653707,8,yes,2600510,9,yes,2512007,9,yes,2432378,9,yes,2183331,11,no,2411921,11,no,2472372,11,no,yes
8,Fake Love,Drake,2735247,2017-01-13,global,2574514,10,yes,2545030,10,yes,2462919,10,yes,2420381,10,yes,2288806,9,yes,2440886,9,yes,2481652,9,yes,yes
9,Don't Wanna Know,Maroon 5,2716839,2017-01-13,global,2629010,9,yes,2630434,8,yes,2559976,8,yes,2489412,8,yes,2339709,8,yes,2571643,7,yes,2567090,7,yes,yes
10,Say You Won't Let Go,James Arthur,2712009,2017-01-13,global,2700028,7,yes,2691922,7,yes,2636733,7,yes,2568220,7,yes,2371671,7,yes,2428183,10,yes,2477169,10,yes,yes
11,Bad and Boujee (feat. Lil Uzi Vert),Migos,2584904,2017-01-13,global,2478495,11,no,2436204,11,no,2361306,11,no,2189210,12,no,1746914,16,no,1899936,18,no,1939642,17,no,no
13,Let Me Love You,DJ Snake,2449323,2017-01-13,global,2377275,12,no,2361922,12,no,2321582,12,no,2285129,11,no,2197149,10,yes,2477080,8,yes,2565040,8,yes,no
14,24K Magic,Bruno Mars,2380636,2017-01-13,global,2255848,13,no,2264155,13,no,2204722,13,no,2173519,13,no,2070404,12,no,2323388,12,no,2343189,12,no,no
15,Call On Me - Ryan Riback Extended Remix,Starley,2359515,2017-01-13,global,2219271,14,no,2210865,14,no,2148416,14,no,2107060,14,no,1912818,14,no,2093312,15,no,2108340,14,no,no
16,Chantaje,Shakira,2253004,2017-01-13,global,2155741,15,no,2115560,15,no,2033400,15,no,1991796,15,no,1897499,15,no,2125156,14,no,2069444,15,no,no
17,Black Beatles,Rae Sremmurd,2186898,2017-01-13,global,2042996,17,no,2035583,17,no,1989506,17,no,1979892,16,no,1934944,13,no,2194177,13,no,2234965,13,no,no
18,Just Hold On,Steve Aoki,2173899,2017-01-13,global,2097390,16,no,2086476,16,no,2025561,16,no,1942906,17,no,1742116,17,no,1887106,19,no,1870908,20,no,no
19,Bad Things (with Camila Cabello),Machine Gun Kelly,2083246,2017-01-13,global,2013911,18,no,2001196,18,no,1951280,18,no,1879294,18,no,1667236,20,no,1730739,22,no,1769495,22,no,no
20,One Dance,Drake,1926748,2017-01-13,global,1847116,19,no,1802846,21,no,1771930,20,no,1742848,20,no,1703538,18,no,1914426,17,no,1930010,18,no,no
21,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1920642,2017-01-13,global,1836586,20,no,1813246,20,no,1768821,21,no,1737463,21,no,1663606,21,no,1851331,20,no,1915819,19,no,no
22,Side To Side,Ariana Grande,1903511,2017-01-13,global,1832384,21,no,1841954,19,no,1791497,19,no,1744111,19,no,1637378,22,no,1813605,21,no,1856328,21,no,no
23,In the Name of Love,Martin Garrix,1861344,2017-01-13,global,1770827,22,no,1782342,22,no,1739773,22,no,1722088,22,no,1670391,19,no,1951364,16,no,2004765,16,no,no
24,Mercy,Shawn Mendes,1752639,2017-01-13,global,1709759,23,no,1721406,23,no,1661121,23,no,1613336,23,no,1498777,23,no,1583771,23,no,1632041,23,no,no
25,All We Know,The Chainsmokers,1729078,2017-01-13,global,1645026,24,no,1640809,24,no,1571707,24,no,1551360,24,no,1425231,24,no,1541275,24,no,1601067,24,no,no
26,My Way,Calvin Harris,1607495,2017-01-13,global,1475791,27,no,1474286,27,no,1423721,27,no,1419495,26,no,1331114,26,no,1506554,25,no,1546284,26,no,no
27,Starving,Hailee Steinfeld,1578757,2017-01-13,global,1550515,25,no,1536793,25,no,1503644,25,no,1467605,25,no,1373097,25,no,1480406,26,no,1566957,25,no,no
28,All Night,The Vamps,1569128,2017-01-13,global,1501314,26,no,1506949,26,no,1456278,26,no,1404529,27,no,1276266,28,no,1359300,29,no,1366915,30,no,no
29,I Would Like,Zara Larsson,1517031,2017-01-13,global,1472251,28,no,1467708,28,no,1418611,28,no,1362547,29,no,1240521,31,no,1351504,30,no,1330073,32,no,no
30,Now and Later,Sage The Gemini,1516851,2017-01-13,global,1430717,32,no,1414007,32,no,1380826,32,no,1340359,32,no,1224768,32,no,1324442,35,no,1318417,33,no,no
31,Shed a Light,Robin Schulz,1504359,2017-01-13,global,1454321,29,no,1455296,29,no,1411099,29,no,1362252,30,no,1202866,33,no,1326697,33,no,1316213,34,no,no
32,Hear Me Now,Alok,1493064,2017-01-13,global,1422324,33,no,1398514,35,no,1354908,35,no,1321868,34,no,1189979,35,no,1325681,34,no,1312991,35,no,no
33,"How Far I'll Go - From ""Moana""",Alessia Cara,1481326,2017-01-13,global,1443793,30,no,1424409,31,no,1386964,31,no,1320688,35,no,1144958,39,no,1166820,42,no,1182473,42,no,no
34,Scars To Your Beautiful,Alessia Cara,1470139,2017-01-13,global,1431256,31,no,1432058,30,no,1404044,30,no,1363849,28,no,1253173,29,no,1337969,31,no,1375531,29,no,no
35,Heathens,Twenty One Pilots,1453124,2017-01-13,global,1410108,34,no,1402898,34,no,1376080,33,no,1358268,31,no,1311680,27,no,1437591,27,no,1483106,27,no,no
36,Love Me Now,John Legend,1435104,2017-01-13,global,1394997,35,no,1406359,33,no,1364016,34,no,1327941,33,no,1198379,34,no,1278011,38,no,1304953,36,no,no
37,By Your Side,Jonas Blue,1411680,2017-01-13,global,1372950,36,no,1375938,36,no,1340982,36,no,1296000,36,no,1178558,37,no,1285756,37,no,1274284,37,no,no
38,Reggaetón Lento (Bailemos),CNCO,1351246,2017-01-13,global,1289889,38,no,1274509,38,no,1232937,39,no,1202414,39,no,1168508,38,no,1307569,36,no,1252160,39,no,no
39,Treat You Better,Shawn Mendes,1350491,2017-01-13,global,1339849,37,no,1340333,37,no,1318833,37,no,1294909,37,no,1241574,30,no,1363274,28,no,1385283,28,no,no
40,Alone,Alan Walker,1347317,2017-01-13,global,1255666,40,no,1223652,40,no,1180254,40,no,1180221,41,no,1092498,41,no,1218111,39,no,1212713,41,no,no
41,Don't Let Me Down,The Chainsmokers,1340610,2017-01-13,global,1282768,39,no,1256434,39,no,1247233,38,no,1239368,38,no,1188340,36,no,1334125,32,no,1354741,31,no,no
43,Caroline,Aminé,1282365,2017-01-13,global,1220007,42,no,1204281,42,no,1154976,42,no,1113473,43,no,1057720,43,no,1113734,45,no,1135396,45,no,no
45,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1190991,2017-01-13,global,1127980,45,no,1110792,45,no,1095775,45,no,1071048,45,no,1043194,44,no,1200371,41,no,1214509,40,no,no
46,The Greatest,Sia,1179393,2017-01-13,global,1088593,47,no,1097847,46,no,1052629,47,no,1038433,46,no,917189,50,no,1039529,50,no,1085493,48,no,no
47,Broccoli (feat. Lil Yachty),DRAM,1158232,2017-01-13,global,1106037,46,no,1055679,50,no,1030767,49,no,1001889,48,no,1011529,46,no,1088471,48,no,1101242,46,no,no
48,Cheap Thrills,Sia,1152843,2017-01-13,global,1083334,48,no,1062334,49,no,1049335,48,no,1017053,47,no,971230,48,no,1103113,46,no,1151762,43,no,no
49,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1139506,2017-01-13,global,1143421,44,no,1135088,44,no,1106365,44,no,1089013,44,no,1027925,45,no,1119953,44,no,1137600,44,no,no
50,Photograph,Ed Sheeran,1134426,2017-01-13,global,1152503,43,no,1178784,43,no,1158157,41,no,1199848,40,no,1129823,40,no,1132346,43,no,1074090,49,no,no
1,Shape of You,Ed Sheeran,7093868,2017-01-14,global,7275946,1,yes,7081620,1,yes,7193934,1,yes,7145757,1,yes,7261007,1,yes,6557531,1,yes,6602494,1,yes,yes
2,Castle on the Hill,Ed Sheeran,4007488,2017-01-14,global,4195411,2,yes,4318590,2,yes,4541568,2,yes,4608104,2,yes,4840898,2,yes,4584668,2,yes,5039058,2,yes,yes
3,Starboy,The Weeknd,3663324,2017-01-14,global,3747787,3,yes,3565509,3,yes,3523086,3,yes,3424457,3,yes,3364512,3,yes,3127938,3,yes,3460752,3,yes,yes
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3458474,2017-01-14,global,3412242,5,yes,3204571,5,yes,3192419,5,yes,3094116,5,yes,3046633,4,yes,2802693,4,yes,3083514,4,yes,yes
